Frequency	Coverage	Num_Ind	rep1	rep2	rep3	rep4	rep5	rep6	rep7	rep8	rep9	rep10	rep11	rep12	rep13	rep14	rep15	rep16	rep17	rep18	rep19	rep20	rep21	rep22	rep23	rep24	rep25	rep26	rep27	rep28	rep29	rep30	rep31	rep32	rep33	rep34	rep35	rep36	rep37	rep38	rep39	rep40	rep41	rep42	rep43	rep44	rep45	rep46	rep47	rep48	rep49	rep50	rep51	rep52	rep53	rep54	rep55	rep56	rep57	rep58	rep59	rep60	rep61	rep62	rep63	rep64	rep65	rep66	rep67	rep68	rep69	rep70	rep71	rep72	rep73	rep74	rep75	rep76	rep77	rep78	rep79	rep80	rep81	rep82	rep83	rep84	rep85	rep86	rep87	rep88	rep89	rep90	rep91	rep92	rep93	rep94	rep95	rep96	rep97	rep98	rep99	rep100
f60	5x	5ind	0.5630909	0.7212923	0.6655493	0.5742885	0.5019125	0.7080585	0.5916198	0.4602326	0.6499273	0.6155245	0.6643948	0.6081017	0.8630839	0.4616442	0.5195772	0.6482817	0.6363807	0.7784096	0.5142222	0.6600879	0.5622805	0.5940645	0.5792978	0.5596241	0.527818	0.6882588	0.8330104	0.5102684	0.8044863	0.7129847	0.6970979	0.7252506	0.7661459	0.6347963	0.7110193	0.6706021	0.7210592	0.618964	0.7465665	0.7141094	0.6449671	0.4691179	0.6695124	0.8022346	0.5662019	0.6889889	0.7904606	0.5493683	0.6952611	0.5033676	0.6040173	0.7389919	0.7251676	0.4167755	0.7224075	0.5574733	0.6554527	0.4316025	0.5422487	0.6919264	0.4705952	0.5868286	0.761703	0.5978122	0.396025	0.7655099	0.6953048	0.7812307	0.5427099	0.6853237	0.4940974	0.6501522	0.5770275	0.5575481	0.5612444	0.7195498	0.6198029	0.6592365	0.5467712	0.5603793	0.545675	0.6522386	0.6326188	0.6394941	0.5834854	0.6444549	0.5554565	0.6005797	0.5155898	0.4715511	0.6593591	0.664802	0.5175095	0.4201366	0.4309078	0.5779782	0.5445885	0.6616056	0.5736253	0.4561173
f60	5x	10ind	0.5817792	0.5627381	0.6964155	0.7195203	0.6146452	0.6215151	0.4528704	0.5716618	0.6035781	0.5438319	0.5463804	0.6694626	0.597207	0.6461201	0.6194971	0.588009	0.4831908	0.4080481	0.5699838	0.6989726	0.6533955	0.5011038	0.5849036	0.6915174	0.6338305	0.6780985	0.7060265	0.5713187	0.6406167	0.5030437	0.6722049	0.7252734	0.5458427	0.5780626	0.5680384	0.6003162	0.6979607	0.5407681	0.343962	0.6269957	0.6856498	0.6884172	0.4616969	0.5544193	0.651981	0.6020987	0.5811853	0.69331	0.6157021	0.5390637	0.5976262	0.5905909	0.4707719	0.5183421	0.5619384	0.6444538	0.5879044	0.7012068	0.6761324	0.6122827	0.6315002	0.5974102	0.614171	0.5893265	0.728184	0.5608079	0.6829194	0.6253066	0.6210933	0.5489782	0.5143795	0.4261336	0.625143	0.6919172	0.4800728	0.5707136	0.5802016	0.6208216	0.6676212	0.4688357	0.5216222	0.728871	0.470855	0.5656906	0.6703958	0.6438592	0.5687037	0.6216956	0.7309815	0.6149532	0.6100364	0.5768166	0.5448072	0.7714951	0.523549	0.534912	0.5994403	0.5440473	0.7047388	0.4767416
f60	5x	20ind	0.5296778	0.4968646	0.6563685	0.6249848	0.5541783	0.6268459	0.5864997	0.5331233	0.5433794	0.5828393	0.5898199	0.6467138	0.5383048	0.485234	0.6653782	0.5868034	0.540795	0.7218949	0.6180871	0.5611127	0.5564958	0.556828	0.4982736	0.5383828	0.6634517	0.6688348	0.6181582	0.7192182	0.6098097	0.5694033	0.6280162	0.6428137	0.60203	0.5167528	0.6029623	0.6108687	0.643202	0.6914356	0.6488569	0.5904255	0.5972561	0.6476994	0.5203271	0.6096962	0.653879	0.5617806	0.5430903	0.6460367	0.5526001	0.6596294	0.6847205	0.5964632	0.5176616	0.6896006	0.6468908	0.5100271	0.4372098	0.6063394	0.6968787	0.5741679	0.5853439	0.5299293	0.5659408	0.5839089	0.5429822	0.6780389	0.6661529	0.6437776	0.7086934	0.5800231	0.630274	0.5094522	0.571405	0.6960473	0.6323791	0.5612957	0.5249242	0.6442404	0.5876837	0.5173671	0.5597895	0.6194969	0.6342174	0.5519902	0.5611543	0.6245887	0.5856273	0.6117976	0.6531355	0.5363764	0.6374394	0.6615096	0.6234377	0.6441986	0.6418374	0.5568047	0.6215771	0.6037263	0.6216055	0.6402546
f60	5x	30ind	0.5912043	0.5438604	0.5671645	0.5137258	0.6454441	0.62602	0.5483968	0.6423043	0.5981241	0.6968391	0.5575163	0.5820777	0.5735563	0.5538964	0.5994965	0.6100381	0.5350772	0.5515946	0.5940754	0.6854405	0.6062864	0.5736045	0.551338	0.6572918	0.5600536	0.5689559	0.53443	0.647707	0.6298642	0.6509821	0.6721428	0.5058041	0.5955439	0.6026467	0.5446953	0.6496694	0.609308	0.6178444	0.7261444	0.5749982	0.66665	0.6441718	0.5516734	0.4513448	0.589596	0.6311828	0.6278081	0.5209158	0.5539831	0.6729943	0.6196932	0.6004359	0.6320379	0.7511718	0.6355751	0.5248022	0.5525724	0.5954308	0.5588057	0.5490924	0.5571399	0.5770271	0.6261528	0.5336845	0.6216999	0.5192096	0.6365497	0.5299494	0.490938	0.5659242	0.5644373	0.6024776	0.5300061	0.5608009	0.6091682	0.5989377	0.6358145	0.6047545	0.634748	0.5702203	0.6312984	0.6803287	0.5837455	0.5816619	0.571005	0.6160842	0.565275	0.7147808	0.6236825	0.5768948	0.5461282	0.6263157	0.5975559	0.6424138	0.5799751	0.5360076	0.5546867	0.6234892	0.6277273	0.6513371
f60	10x	5ind	0.6644941	0.7885688	0.5771568	0.8005645	0.4159917	0.6068056	0.8014221	0.5435168	0.637329	0.588276	0.5193133	0.6104463	0.6126424	0.7299706	0.5845343	0.5652233	0.5332825	0.4294235	0.5047997	0.6781182	0.5493369	0.6185065	0.5855764	0.509834	0.6971014	0.5567311	0.7071045	0.8270063	0.6431036	0.5419447	0.6573332	0.5345177	0.5718107	0.7362095	0.5509096	0.6952865	0.4737296	0.7516139	0.6053424	0.5276345	0.662085	0.6790941	0.643664	0.5303875	0.6076132	0.6609871	0.68664	0.5035163	0.7022872	0.6473876	0.72279	0.5973028	0.6318175	0.6662648	0.5736618	0.6585245	0.5295433	0.574523	0.6965045	0.6228478	0.6952172	0.5306234	0.4765333	0.4310168	0.5900924	0.5178031	0.40153	0.3866209	0.4153046	0.5597306	0.6509352	0.5540469	0.7726218	0.7577172	0.611739	0.6040248	0.578657	0.5741793	0.4835437	0.6669935	0.5988966	0.6388989	0.4694658	0.6202964	0.5884394	0.606935	0.6993737	0.5995306	0.7535276	0.767068	0.8334582	0.5621461	0.5060231	0.6145036	0.6203484	0.6346875	0.6166564	0.4287588	0.4757316	0.5325962
f60	10x	10ind	0.6032334	0.5230564	0.4877752	0.6216107	0.649617	0.5147128	0.6308221	0.5899574	0.6578611	0.5865559	0.5997085	0.6569615	0.6076976	0.617617	0.6230993	0.6495595	0.604549	0.5809525	0.5661498	0.4059779	0.5630915	0.5454327	0.677319	0.697386	0.666709	0.4520236	0.5955221	0.5107815	0.6148914	0.703909	0.5694405	0.5942143	0.6136847	0.5445588	0.5576213	0.6577275	0.4023367	0.6236199	0.7232155	0.4366817	0.6039585	0.6131758	0.6928973	0.5538408	0.5838839	0.633089	0.5521571	0.5121003	0.5598042	0.6870095	0.5937837	0.640119	0.5821263	0.5830955	0.4929117	0.5493948	0.5264249	0.595931	0.634326	0.6233582	0.7786312	0.5000985	0.5728894	0.5504138	0.5974678	0.5670752	0.5999397	0.579996	0.5793162	0.497192	0.649093	0.527795	0.5971414	0.4657164	0.6513375	0.6118089	0.6383721	0.6481035	0.7059238	0.5819675	0.5825759	0.6681852	0.7389057	0.6943447	0.6409005	0.6981929	0.5266454	0.6145827	0.4098222	0.6966445	0.4808083	0.5427396	0.4910806	0.5771072	0.6465787	0.6841426	0.6998008	0.6980915	0.5567707	0.4902625
f60	10x	20ind	0.6972184	0.6071041	0.6966514	0.6172111	0.5702719	0.5477992	0.6544769	0.5753116	0.5816094	0.5241151	0.6414358	0.5526163	0.5931822	0.5799636	0.593171	0.6392702	0.4954992	0.5410125	0.5758998	0.7173159	0.6578162	0.6433362	0.6112521	0.5568824	0.6227895	0.7075405	0.6547574	0.5097711	0.5341347	0.6433066	0.5517892	0.6074489	0.7236659	0.6303422	0.5299279	0.5300904	0.6551472	0.6658268	0.566515	0.6530778	0.6205644	0.6523299	0.5856738	0.6047128	0.5353336	0.4785979	0.5333935	0.5876649	0.5447218	0.6075858	0.5773893	0.6865137	0.5081747	0.571328	0.7333956	0.6306314	0.6520201	0.5638208	0.5951598	0.6495331	0.5821423	0.5985209	0.5518721	0.6059019	0.612387	0.5759513	0.6108289	0.5100166	0.6117483	0.5850331	0.6829241	0.5884913	0.5908006	0.6095072	0.5486308	0.7426648	0.5855199	0.6003038	0.5756185	0.5056067	0.6423133	0.5258935	0.5908835	0.5805784	0.6040986	0.656193	0.6355811	0.5218272	0.58216	0.6138676	0.6502976	0.6365733	0.6619922	0.5746743	0.490153	0.5602166	0.6640161	0.5927318	0.6383032	0.6043941
f60	10x	30ind	0.5987867	0.6453268	0.5710339	0.6822398	0.5781437	0.6084327	0.6283281	0.6632866	0.5808133	0.6364847	0.5877707	0.6447842	0.588207	0.561441	0.6347295	0.673917	0.6463616	0.5653796	0.6216745	0.6542309	0.6028561	0.6412477	0.5936027	0.5923872	0.6583463	0.6305648	0.6249683	0.5708369	0.6022945	0.5627873	0.6244489	0.5853775	0.5610528	0.5912636	0.6662624	0.5923754	0.5921305	0.6644174	0.5890345	0.569511	0.6288017	0.5981864	0.6573276	0.5450618	0.6066045	0.6026475	0.6647889	0.6654558	0.4970288	0.5601618	0.6090002	0.6804233	0.6490464	0.5253142	0.6238632	0.6063363	0.6202855	0.5303431	0.5936062	0.5586486	0.629839	0.6257112	0.6467772	0.6232272	0.6183816	0.5559267	0.6350561	0.670649	0.5311342	0.6292183	0.6363547	0.5328028	0.5719606	0.5350022	0.5612438	0.6525558	0.5879184	0.587574	0.5922468	0.5433761	0.5894698	0.6742465	0.560293	0.5530962	0.6442279	0.6843804	0.637524	0.5892903	0.6106688	0.5375095	0.5311414	0.6192435	0.6180796	0.6263714	0.6151697	0.5783534	0.6386935	0.6147816	0.6175077	0.5536971
f60	15x	5ind	0.5155661	0.4595132	0.524893	0.6315887	0.6709929	0.4817816	0.4710887	0.5040162	0.4983501	0.4463877	0.778891	0.7496682	0.6010107	0.5715306	0.4404102	0.7633854	0.6412027	0.5028077	0.5911733	0.6113006	0.5910744	0.726026	0.7112006	0.4327515	0.5370741	0.611338	0.474588	0.7598689	0.5902893	0.5607001	0.6859844	0.5890524	0.5621574	0.6488638	0.7992484	0.5479411	0.5065431	0.562942	0.7213636	0.5846793	0.5716133	0.6278321	0.5415761	0.5230245	0.6310397	0.4812312	0.4685836	0.4783306	0.7992207	0.6373751	0.5173766	0.7010995	0.6320585	0.6140271	0.5693552	0.6590717	0.3979238	0.6318773	0.6513468	0.6013177	0.6827719	0.624018	0.5986387	0.7957587	0.6002236	0.7633775	0.6096242	0.626725	0.5591902	0.5025578	0.6696764	0.6056069	0.6672468	0.5553941	0.6696233	0.7913539	0.5849836	0.5322448	0.4081569	0.6788747	0.5610531	0.5271916	0.6750506	0.4580423	0.6701462	0.5400497	0.5375453	0.612599	0.5717401	0.5687017	0.5731777	0.6871052	0.4773031	0.7059799	0.5180743	0.6050974	0.5153648	0.5152473	0.6147634	0.753229
f60	15x	10ind	0.5669689	0.6653781	0.5505409	0.613468	0.7361037	0.6484059	0.6802387	0.5028284	0.5180625	0.5956113	0.5552491	0.7259689	0.5869507	0.5112843	0.5500157	0.4112016	0.5561585	0.5974265	0.6356567	0.5915964	0.6394989	0.7086134	0.6567966	0.6511625	0.6621563	0.6996889	0.6325322	0.648714	0.5828676	0.6259104	0.5031814	0.5307423	0.7143122	0.6521797	0.6136304	0.5569037	0.6315213	0.6068307	0.5707987	0.7472098	0.4583392	0.5996294	0.5653104	0.6396058	0.5305023	0.5588022	0.5771674	0.5148953	0.597939	0.5727006	0.562578	0.6623323	0.5224093	0.5895828	0.55188	0.460689	0.5933215	0.5991809	0.6453442	0.5319828	0.5230416	0.5526403	0.6430811	0.6771122	0.5785169	0.7150178	0.6010576	0.5786177	0.5004036	0.6573319	0.5653127	0.5841681	0.7063219	0.5814221	0.5157632	0.5300503	0.5295558	0.6037071	0.5568233	0.5915789	0.5184353	0.5941479	0.6168117	0.5717999	0.6328539	0.6261771	0.6254302	0.535114	0.5308728	0.5981615	0.5158131	0.6165937	0.666401	0.558977	0.5453309	0.6164901	0.668062	0.5890192	0.5786346	0.4893363
f60	15x	20ind	0.6563619	0.6761983	0.568767	0.604435	0.5623007	0.5339317	0.639616	0.6278182	0.602737	0.6441435	0.6319097	0.6876713	0.5777575	0.6137902	0.6405239	0.697726	0.604241	0.5773076	0.5967495	0.5850232	0.5825565	0.5583748	0.5952924	0.4891744	0.5787001	0.6585852	0.6464704	0.5980589	0.5933183	0.6071812	0.5091427	0.6016622	0.6126614	0.6223943	0.5763527	0.6245245	0.5499061	0.6071013	0.6081567	0.5941957	0.6107931	0.7144618	0.5492618	0.5522575	0.6527733	0.5911604	0.5667238	0.6266098	0.5532695	0.6010934	0.544314	0.6790169	0.5813784	0.5466048	0.5670874	0.5645157	0.6245774	0.6634007	0.548484	0.6303315	0.598668	0.5349337	0.5035751	0.6689051	0.614313	0.5869444	0.5195592	0.5491073	0.7025544	0.6461994	0.56082	0.6307587	0.5430412	0.6315728	0.6176515	0.5531285	0.6477218	0.5960108	0.588756	0.5420535	0.5796891	0.4624496	0.539137	0.6282964	0.7021992	0.5346892	0.6052724	0.6674245	0.5850729	0.5877377	0.5077104	0.5734031	0.5919013	0.5545973	0.5404274	0.6176154	0.6582685	0.4875953	0.5326448	0.6418006
f60	15x	30ind	0.5935076	0.598629	0.6196554	0.5771104	0.5552427	0.5085425	0.5613605	0.6330228	0.5698116	0.5718984	0.6714104	0.6074624	0.6244907	0.6936202	0.6009689	0.6292792	0.6444056	0.5667678	0.5721395	0.5647069	0.5927325	0.643667	0.6098517	0.6121835	0.5556825	0.5891278	0.6888318	0.5399572	0.641295	0.6800701	0.6017559	0.4835205	0.6402782	0.645029	0.5476036	0.6107738	0.5749973	0.6059871	0.6331303	0.5657365	0.5655429	0.579216	0.5283487	0.5807967	0.523052	0.6545292	0.5326697	0.523683	0.5563335	0.6228378	0.5905216	0.6127954	0.6585841	0.6105947	0.5662896	0.5631439	0.5924798	0.598607	0.5859423	0.671603	0.6075013	0.6065428	0.5533225	0.632285	0.608679	0.6073383	0.5990486	0.5568079	0.6395379	0.5842144	0.6303551	0.5421381	0.618418	0.6870103	0.5599451	0.5418509	0.616596	0.5969336	0.5526826	0.6164794	0.5573246	0.579672	0.6133225	0.656634	0.6181428	0.6013239	0.5577124	0.5943424	0.5408823	0.5679348	0.6215525	0.6175233	0.6265994	0.5757368	0.5612148	0.6124595	0.5274747	0.6712102	0.6190164	0.6266145
f60	20x	5ind	0.6502185	0.6349312	0.6167669	0.4410636	0.6502007	0.3127168	0.5899228	0.3797576	0.5613436	0.3846749	0.7104466	0.7036124	0.62165	0.5940755	0.7558436	0.6108934	0.6193266	0.5855203	0.5971272	0.5426315	0.5116008	0.6110056	0.716263	0.614534	0.5842722	0.7043783	0.6277503	0.5538009	0.7093879	0.6615619	0.5380873	0.6260719	0.5975182	0.5424455	0.5253595	0.5831707	0.6578211	0.5423961	0.6513444	0.4460277	0.8000233	0.5405395	0.6999961	0.6712523	0.4767973	0.6168514	0.5790967	0.7959039	0.5113725	0.5200207	0.6948199	0.5887426	0.535417	0.4172072	0.7206964	0.5664371	0.5756207	0.6306384	0.6254558	0.6524064	0.6086784	0.6845729	0.643007	0.544393	0.5830254	0.545079	0.7457692	0.5162783	0.5421855	0.5521945	0.7808086	0.6177933	0.4986063	0.6196111	0.6294947	0.6355669	0.6223893	0.5266378	0.5317251	0.5992107	0.7334951	0.5492596	0.7007775	0.538363	0.7028803	0.6561695	0.5795097	0.4992518	0.4958314	0.6243903	0.6176632	0.7230227	0.5515368	0.5691012	0.5891066	0.6339794	0.6146575	0.6783121	0.6618844	0.5574734
f60	20x	10ind	0.5589402	0.4739188	0.7100244	0.6601169	0.5774723	0.5314238	0.5058024	0.5516222	0.6953817	0.6354149	0.4639083	0.5237412	0.6347677	0.5412307	0.6936338	0.7057157	0.6109895	0.683593	0.599206	0.6024493	0.6311938	0.6282042	0.5690744	0.6432898	0.4888131	0.5802509	0.5903369	0.5435414	0.5705399	0.5974245	0.5904229	0.5350497	0.5619768	0.633409	0.6037853	0.5695411	0.4704868	0.5789933	0.6094569	0.7153337	0.5438169	0.5618627	0.6718175	0.6076901	0.593446	0.6367531	0.5874978	0.6663502	0.5813355	0.5932245	0.633275	0.5475209	0.5810614	0.5882887	0.683084	0.5934888	0.6586753	0.6069639	0.6033354	0.4272279	0.6084744	0.5921007	0.5657818	0.5255184	0.5261008	0.6376746	0.589945	0.4745087	0.5191407	0.644745	0.5755221	0.4573699	0.5067833	0.5854988	0.6322511	0.5278222	0.5909737	0.5799349	0.7122077	0.5674809	0.5099475	0.556674	0.4929644	0.538195	0.6026927	0.5232116	0.6033705	0.6041295	0.5847123	0.4603424	0.7048595	0.6054721	0.5938839	0.49268	0.5541219	0.5965588	0.6100136	0.6591462	0.6065851	0.6021786
f60	20x	20ind	0.6191368	0.5315817	0.596451	0.706827	0.5389478	0.6064946	0.7036942	0.63448	0.5764519	0.534872	0.576949	0.6371754	0.6006522	0.5517074	0.5604563	0.6058369	0.4764237	0.6377085	0.5957336	0.5841641	0.6389154	0.5913967	0.6817424	0.6077108	0.5125765	0.5971686	0.5869158	0.637053	0.6277719	0.6485993	0.6549828	0.4169117	0.5609631	0.5557032	0.6342157	0.4931132	0.6157968	0.5352581	0.5527307	0.597717	0.5949601	0.6365036	0.5582505	0.6511942	0.5746274	0.6159241	0.6358392	0.5650116	0.5997369	0.5324677	0.5650595	0.6092069	0.5637097	0.686006	0.6349688	0.5683511	0.5790481	0.5011652	0.6020165	0.599748	0.6381329	0.5605368	0.6126872	0.5968668	0.6006083	0.6189417	0.6110875	0.6299994	0.6008196	0.6177991	0.5782068	0.6394447	0.582505	0.6179143	0.5678479	0.5804241	0.6495248	0.555635	0.5704057	0.5512182	0.6313092	0.6005078	0.5739391	0.6276458	0.5296697	0.595164	0.5642274	0.5779486	0.5707909	0.7128042	0.6776358	0.7104863	0.5765784	0.5858331	0.6311069	0.5877487	0.6270574	0.5439829	0.6111494	0.6574552
